Stance on NN,Networking,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92,Network 93,Network 94,Network 95,Network 96,Network 97,Network 98,Network 99,Network 100,Network 101,Network 102,Network 103,Network 104,Network 105,Network 106,Network 107,Network 108,Network 109,Network 110,Network 111,Network 112,Network 113,Network 114,Network 115,Network 116,Network 117,Network 118,Network 119,Network 120,Network 121,Network 122,Network 123,Network 124,Network 125,Network 126,Network 127,Network 128,Network 129,Network 130,Network 131,Network 132,Network 133,Network 134,Network 135,Network 136,Network 137,Network 138,Network 139,Network 140,Network 141,Network 142,Network 143,Network 144,Network 145,Network 146,Network 147,Network 148,Network 149,Network 150,Network 151,Network 152,Network 153,Network 154,Network 155,Network 156,Network 157,Network 158,Network 159,Network 160,Network 161,Network 162,Network 163,Network 164,Network 165,Network 166,Network 167,Network 168,Network 169,Network 170,Network 171,Network 172,Network 173,Network 174,Network 175,Network 176,Network 177,Network 178,Network 179,Network 180,Network 181,Network 182,Network 183,Network 184,Network 185,Network 186
Anti,Solo,In person,5/11/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1051164734733,Wireless Internet Service Providers Association,Refer to Attachment(s).,22,https://www.fcc.gov/ecfs/document/1051164734733/1,,5/8/2017,Wireless Internet Service Providers Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,9/8/2017,NOTICE OF EXPARTE,STANDARD,"12-354, 17-183, 17-199, 10-90, 11-10, 17-108, RM-11791",https://www.fcc.gov/ecfs/search/search-filings/filing/10908406921879,Wireless Internet Service Providers Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/10908406921879/1,,9/7/2017,Wireless Internet Service Providers Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/5/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12050380908733,Wireless Internet Service Providers Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/12050380908733/1,,12/5/2017,Wireless Internet Service Providers Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/4/2017,NOTICE OF EXPARTE,STANDARD,"16-106, 11-42, 17-108",https://www.fcc.gov/ecfs/search/search-filings/filing/105040173421951,WTA-Advocates for Rural Broadband,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/105040173421951/1,,5/2/2017,WTA - Advocates for Rural Broadband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person (diff FCC Staff),10/17/2017,NOTICE OF EXPARTE,STANDARD,"15-216, 17-108",https://www.fcc.gov/ecfs/search/search-filings/filing/1017143798184,"Cox Communications, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/1017143798184/1,,10/16/2017,Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person (diff FCC Staff),10/24/2017,NOTICE OF EXPARTE,STANDARD,"15-216, 17-108",https://www.fcc.gov/ecfs/search/search-filings/filing/1024153058081,"Cox Communications, Inc.",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/1024153058081/2,,10/16/2017,Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person (diff FCC Staff),10/24/2017,NOTICE OF EXPARTE,STANDARD,"15-216, 17-108",https://www.fcc.gov/ecfs/search/search-filings/filing/1024153058081,"Cox Communications, Inc.",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/1024153058081/2,,,Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person (hosted a public forum),5/12/2017,NOTICE OF EXPARTE,STANDARD,"11-42, 17-108, 16-106, 13-184, 12-375",https://www.fcc.gov/ecfs/search/search-filings/filing/10512149730547,"Free Press, National Hispanic Media Coalition, Color of Change, Center for Media Justice, 18MillionRising.org, Common Cause, Voices for Internet Freedom Coalition",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/10512149730547/1,,5/10/2017,Voices for Internet Freedom,Free Press,National Hispanic Media Coalition,ColorOfChange,Center for Media Justice,18MillionRising,Common Cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Network,In person (hosted a public forum),6/15/2017,NOTICE OF EXPARTE,STANDARD,"11-42, 17-108, 16-106, 13-184",https://www.fcc.gov/ecfs/search/search-filings/filing/10615747000168,"Voices for Internet Freedom Coalition, Free Press",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/10615747000168/1,,6/13/2017,Voices for Internet Freedom,Center for Media Justice,ColorOfChange,Free Press,National Hispanic Media Coalition,18MillionRising,Common Cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,10/25/2017,NOTICE OF EXPARTE,STANDARD,"17-108, 17-179, 14-50, 09-182, 07-294",https://www.fcc.gov/ecfs/search/search-filings/filing/102588329084,"Free Press, Free Press Action Fund",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/102588329084/1,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,7/19/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/107191861825618,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/107191861825618/1,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,9/20/2017,NOTICE OF EXPARTE,STANDARD,"17-69, 17-108",https://www.fcc.gov/ecfs/search/search-filings/filing/109202771613956,Free Press,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/109202771613956/1,,,Free Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,Solo,telephone,12/12/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12120490422150,Scott Jordan,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/12120490422150/1,,12/11/2017,"Scott Jordan, Computer Science, University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Network,telephone,12/8/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12081118122867,"InvisiMax, AirLink Internet Services and Amplex Electric",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/12081118122867/1,,12/7/2017,Amplex,AirLink Internet Services,InvisiMax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,12/7/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12071450322005,"Akamai Technologies, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/12071450322005/1,,12/5/2017,Akamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,12/4/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/120488797958,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/120488797958/1,,11/30/2017,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,12/8/2017,LETTER,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12082401106531,"Blackfoot Telephone Cooperartive, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/12082401106531/1,,12/7/2017,Blackfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,11/20/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1120014562677,CALinnovates,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/1120014562677/1,,11/17/2017,CALinnovates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,11/20/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/1120182379142,CALinnovates,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/1120182379142/1,,11/17/2017,CALinnovates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,12/1/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/12011594907138,Comcast Corporation,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/12011594907138/1,,11/28/2017,Comcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,5/8/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/10508291612004,Laurence Brett Glass d/b/a LARIAT,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/10508291612004/1,,5/8/2017,LARIAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,12/8/2017,NOTICE OF EXPARTE,STANDARD,17-108,https://www.fcc.gov/ecfs/search/search-filings/filing/120874021910,Sjoberg's Inc.,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/120874021910/1,,12/7/2017,Sjoberg's Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
