Stance on NN,,format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18,Network 19,Network 20,Network 21,Network 22,Network 23,Network 24,Network 25,Network 26,Network 27,Network 28,Network 29,Network 30,Network 31,Network 32,Network 33,Network 34,Network 35,Network 36,Network 37,Network 38,Network 39,Network 40,Network 41,Network 42,Network 43,Network 44,Network 45,Network 46,Network 47,Network 48,Network 49,Network 50,Network 51,Network 52,Network 53,Network 54,Network 55,Network 56,Network 57,Network 58,Network 59,Network 60,Network 61,Network 62,Network 63,Network 64,Network 65,Network 66,Network 67,Network 68,Network 69,Network 70,Network 71,Network 72,Network 73,Network 74,Network 75,Network 76,Network 77,Network 78,Network 79,Network 80,Network 81,Network 82,Network 83,Network 84,Network 85,Network 86,Network 87,Network 88,Network 89,Network 90,Network 91,Network 92
Anti,Solo,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015585841,American Legislative Exchange Council,Refer to Attachment(s).,13,https://www.fcc.gov/ecfs/document/6015585841/1,,4/26/2010,American Legislative Exchange Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058312,Americans for Tax Reform Digital Liberty Project,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016058312/1,,10/12/2010,Americans for Tax Reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015581246,Americans for Tax Reform Digital Liberty Project,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/6015581246/1,,4/26/2010,Americans for Tax Reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060956,Americans for Tax Reform Digital Liberty Project,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/6016060956/1,,11/4/2010,Americans for Tax Reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,10/23/2009,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015294165,Most Rev. George Niederauer,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015294165/1,Cited in Order,10/23/2009,Archbishop of San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,4/21/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555780,"Vincent A. Eng, Asian American Justice Center",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015555780/1,,3/26/2010,Asian American Justice Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/2/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015546796,The ASPIRA Association,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015546796/1,,3/31/2010,ASPIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526121,AT&T Inc.,Refer to Attachment(s).,493,https://www.fcc.gov/ecfs/document/6015526121/5,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058228,AT&T Inc.,Refer to Attachment(s).,78,https://www.fcc.gov/ecfs/document/6016058228/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/18/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015499380,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015499380/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/18/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015499381,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015499381/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/4/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015501299,AT&T Inc.,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015501299/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/15/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502708,"AT&T Services, Inc.",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/6015502708/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015531390,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015531390/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/25/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015531855,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015531855/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,3/10/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015542340,AT&T,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015542340/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,4/15/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015555315,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015555315/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,5/5/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015592769,"AT&T Services, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6015592769/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015648321,AT&T,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015648321/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/11/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015649112,AT&T,Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015649112/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,9/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016057047,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016057047/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/5/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016061026,AT&T Inc.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016061026/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/17/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016061813,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016061813/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/18/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016061886,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016061886/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/18/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016061912,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016061912/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/22/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062166,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062166/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062296,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062296/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/23/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062298,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062298/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062347,AT&T Inc.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062347/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,11/29/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062495,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062495/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/7/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063172,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063172/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/8/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063273,AT&T Inc.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063273/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/9/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063364,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016063364/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064176,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016064176/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/14/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064210,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016064210/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/15/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064360,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016064360/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,12/15/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016064363,"AT&T Services, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016064363/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comment,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015583059,AT&T Inc.,Refer to Attachment(s).,290,https://www.fcc.gov/ecfs/document/6015583059/4,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060888,AT&T,Refer to Attachment(s).,88,https://www.fcc.gov/ecfs/document/6016060888/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,4/30/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015588741,"AT&T Services, Inc.",Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6015588741/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,11/24/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016062345,AT&T Inc.,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6016062345/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,11/25/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015500433,"AT&T, Inc.",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/6015500433/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,12/15/2009,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015502603,"AT&T Services, Inc.",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/6015502603/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,1/12/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015512838,"AT&T Services, Inc.",Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015512838/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,8/30/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016053163,"AT&T Services, Inc.",Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6016053163/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,9/15/2010,LETTER,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016054715,"AT&T Services,Inc.",Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/6016054715/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Written,12/7/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063140,AT&T,Refer to Attachment(s).,205,https://www.fcc.gov/ecfs/document/6016063140/1,,,AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/26/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015587014,Bret Swanson,Refer to Attachment(s).,12,https://www.fcc.gov/ecfs/document/6015587014/1,Cited in Order,4/26/2010,Bret T. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,11/4/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016060984,Bret Swanson,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/6016060984/1,Cited in Order,11/4/2010,Bret T. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015524322,Bright House Networks,Refer to Attachment(s).,23,https://www.fcc.gov/ecfs/document/6015524322/1,,1/14/2010,Bright House Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058340,"Bright House Networks, LLC",Refer to Attachment(s).,41,https://www.fcc.gov/ecfs/document/6016058340/1,,10/12/2010,Bright House Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/26/2010,REPLY TO COMMENTS,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015576348,"Bright House Networks, LLC",Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/6015576348/1,,4/26/2010,Bright House Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015524917,"Broadcast Music, Inc.",Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/6015524917/1,,1/14/2010,"Broadcast Music, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058311,Center for Individual Freedom (CFIF),Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/6016058311/1,,10/12/2010,Center for Individual Freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,12/13/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016063809,"Jeffrey Mazzella, Center for Individual Freedom",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/6016063809/1,,12/13/2010,Center for Individual Freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,1/14/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015526864,CenturyLink,Refer to Attachment(s).,27,https://www.fcc.gov/ecfs/document/6015526864/1,,,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,Comments,10/12/2010,COMMENT,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6016058361,CenturyLink,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/6016058361/1,,,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015530897,CenturyLink,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6015530897/2,,,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015530902,CenturyLink,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6015530902/2,,,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti,Solo,In person,1/19/2010,NOTICE OF EXPARTE,STANDARD,09-191,https://www.fcc.gov/ecfs/search/search-filings/filing/6015530910,CenturyLink,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/6015530910/1,,,CenturyLink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
