Stance on NN,Networking,Format,Date Received,Type of Filing,Submission Type,Proceeding ID,Filing URL,Name of Filers(s),Comment Text,Total Page Count,Source,Memo,Date in the Document,Network 1,Network 2,Network 3,Network 4,Network 5,Network 6,Network 7,Network 8,Network 9,Network 10,Network 11,Network 12,Network 13,Network 14,Network 15,Network 16,Network 17,Network 18
Anti,Solo,In person,6/11/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515173964,Telecommunications Industry Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515173964/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,6/30/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515180992,Telecommunications Industry Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515180992/1,,6/27/2008,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,In person,7/29/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184316,Time Warner Inc,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184316/1,,7/28/2008,Time Warner Cable,,,,,,,,,,,,,,,,,
Anti,Solo,Intent,3/28/2008,INTENT TO PARITICIPATE IN ORAL ARGUMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515019853,Comcast Corporation,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515019853/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Intent,7/28/2008,INTENT TO PARITICIPATE IN ORAL ARGUMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184094,Telecommunications Industry Association,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/5515184094/1,,,Telecommunications Industry Association,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680793,American Homeowners Grassroots Alliance,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514680793/1,,6/15/2007,American Homeowners Grassroots Alliance,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992148,Bruce Hahn,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514992148/1,,2/12/2008,American Homeowners Grassroots Alliance,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,2/11/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514991597,"Amplex Electric, Inc / Mark R Radabaugh, VP",Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514991597/1,Amplex Electric,2/11/2008,Amplex,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680581,Vincent A. Eng,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514680581/1,,6/11/2007,Asian American Justice Center,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,3/27/2008,LETTER,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515019635,Comcast Corporation,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515019635/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,3/11/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515016809,Comcast Corporation,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515016809/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680803,Manuel Mirabal,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514680803/1,,6/15/2007,Hispanic Technology & Telecommunications Partnership,,,,,,,,,,,,,,,,,
Anti,Solo,Letter,2/13/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514992201,Phillip J. Bond,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514992201/1,ITAA,2/13/2008,Information Technology Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/27/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514998456,Advanced Communications Law & Policy Institute,Refer to Attachment(s).,30,https://www.fcc.gov/ecfs/document/5514998456/1,,2/27/2008,Advanced Communications Law & Policy Institute at New York Law School,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709113,"Akamai Technologies, Inc.",Refer to Attachment(s).,13,https://www.fcc.gov/ecfs/document/5514709113/1,,7/16/2007,Akamai,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709154,Alcatel-Lucent,Refer to Attachment(s).,23,https://www.fcc.gov/ecfs/document/5514709154/1,,7/16/2007,Alcatel-Lucent,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/13/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514707701,The American Consumer Institute,Refer to Attachment(s).,20,https://www.fcc.gov/ecfs/document/5514707701/1,,7/13/2007,American Consumer Institute,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006428,American Legislative Exchange Council,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/5515006428/1,,,American Legislative Exchange Council,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709009,AT&T Inc.,Refer to Attachment(s).,62,https://www.fcc.gov/ecfs/document/5514709009/1,,,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006052,AT&T Inc.,Refer to Attachment(s).,20,https://www.fcc.gov/ecfs/document/5515006052/1,,,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514708984,"Cisco Systems, Inc.",Refer to Attachment(s).,22,https://www.fcc.gov/ecfs/document/5514708984/1,,,Cisco,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006876,"Cisco Systems, Inc.",Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515006876/1,,,Cisco,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515007057,Comcast Corporation,Refer to Attachment(s).,54,https://www.fcc.gov/ecfs/document/5515007057/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709105,CTIA - The Wireless Association,Refer to Attachment(s).,28,https://www.fcc.gov/ecfs/document/5514709105/1,,,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006565,CTIA - The Wireless Association,Refer to Attachment(s).,17,https://www.fcc.gov/ecfs/document/5515006565/1,,,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514708836,Hands Off The Internet,Refer to Attachment(s).,23,https://www.fcc.gov/ecfs/document/5514708836/1,,,Hands Off The Internet,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515004225,Hands Off The Internet,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/5515004225/1,,,Hands Off The Internet,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514708995,"Hughes Network Systems, LLC",Refer to Attachment(s).,5,https://www.fcc.gov/ecfs/document/5514708995/1,,7/16/2007,Hughes Network Systems,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,4/4/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515020798,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515020798/1,,4/4/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709015,Mercatus Center at George Mason University,Refer to Attachment(s).,12,https://www.fcc.gov/ecfs/document/5514709015/1,,7/16/2007,Mercatus Center at George Mason University,,,,,,,,,,,,,,,,,
Anti (Neutral),Solo,Reply Comments,2/28/2008,REPLY,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006425,Frank Cavaliere,Refer to Attachment(s).,17,https://www.fcc.gov/ecfs/document/5515006425/2,,2/28/2008,Motion Picture Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,6/15/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680909,"National Black Chamber of Commerce, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514680909/1,,,National Black Chamber of Commerce,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514708844,National Cable & Telecommunications Association,Refer to Attachment(s).,24,https://www.fcc.gov/ecfs/document/5514708844/1,,,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,3/4/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515013547,National Cable & Telecommunications Association,Refer to Attachment(s).,16,https://www.fcc.gov/ecfs/document/5515013547/1,,,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/11/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514705292,OPASTCO,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5514705292/1,,7/11/2007,Organization for the Promotion & Advancement of Small Telecommunications Companies,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515005677,W. Kenneth Ferree,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5515005677/1,,2/28/2008,Progress & Freedom Foundation,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709064,Qwest Communications International Inc.,Refer to Attachment(s).,23,https://www.fcc.gov/ecfs/document/5514709064/1,,7/16/2007,Qwest,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515005873,Recording Industry Association of America,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515005873/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515005917,Songwriters Guild of America,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515005917/1,,2/28/2008,Songwriters Guild of America,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006501,Time Warner Cable Inc.,Refer to Attachment(s).,19,https://www.fcc.gov/ecfs/document/5515006501/1,,,Time Warner Cable,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006328,U.S. Chamber of Commerce,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515006328/1,,,U.S. Chamber of Commerce,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514708922,UNITED STATES TELECOM ASSOCIATION,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/5514708922/1,,,United States Telecom Association,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006600,United States Telecom Association,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5515006600/1,,,United States Telecom Association,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,7/16/2007,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514709040,Verizon and Verizon Wireless,Refer to Attachment(s).,44,https://www.fcc.gov/ecfs/document/5514709040/1,,,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Reply Comments,2/28/2008,REPLY TO COMMENTS,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515006485,Verizon,Refer to Attachment(s).,21,https://www.fcc.gov/ecfs/document/5515006485/1,,,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Statement,2/26/2008,STATEMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514995112,Comcast Corporation,Refer to Attachment(s).,20,https://www.fcc.gov/ecfs/document/5514995112/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,2/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514994223,AT&T,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514994223/1,,2/22/2008,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183800,Charter Communications,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183800/1,,7/22/2008,Charter,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/30/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514760778,CTIA- The Wireless Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5514760778/1,,7/28/2007,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,3/27/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515019611,George Ou,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5515019611/1,,3/25/2008,George Ou,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/17/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182981,Independent Telephone & Telecommunications Alliance,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515182981/1,,7/17/2008,Independent Telephone & Telecommunications Alliance,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184019,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184019/1,,7/23/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/24/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183674,Mediacom Communications Corporation,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183674/1,,7/24/2008,Mediacom,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183839,National Cable & Telecommunications Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515183839/1,,7/24/2008,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184053,National Cable & Telecommunications Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184053/1,,7/25/2008,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184054,National Cable & Telecommunications Association,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184054/1,,7/25/2008,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,3/20/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515018374,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515018374/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,7/28/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515184021,Recording Industry Association of America,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515184021/1,,,Recording Industry Association of America,,,,,,,,,,,,,,,,,
Anti,Solo,telephone,2/29/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515008371,Verizon,Refer to Attachment(s).,1,https://www.fcc.gov/ecfs/document/5515008371/1,,2/28/2008,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Written,4/30/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515156404,The American Consumer Institute,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515156404/1,,4/30/2008,American Consumer Institute,,,,,,,,,,,,,,,,,
Anti,Solo,Written,5/14/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515159121,American Consumer Institute,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5515159121/1,,5/13/2008,American Consumer Institute,,,,,,,,,,,,,,,,,
Anti,Solo,Written,4/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515148580,AT&T Inc.,Refer to Attachment(s).,11,https://www.fcc.gov/ecfs/document/5515148580/1,,,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183956,"AT&T Services, Inc.",Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5515183956/1,,,AT&T,,,,,,,,,,,,,,,,,
Anti,Solo,Written,4/9/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515022868,Comcast Corporation,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5515022868/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,4/16/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515042530,Comcast Corporation,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5515042530/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,5/16/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515159537,Comcast Corporation,Refer to Attachment(s).,14,https://www.fcc.gov/ecfs/document/5515159537/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/10/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182277,Comcast Corporation,Refer to Attachment(s).,57,https://www.fcc.gov/ecfs/document/5515182277/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/10/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515182281,Comcast Corporation,Refer to Attachment(s).,9,https://www.fcc.gov/ecfs/document/5515182281/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/21/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183220,Comcast Corporation,Refer to Attachment(s).,8,https://www.fcc.gov/ecfs/document/5515183220/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/21/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183286,Comcast Corporation,Refer to Attachment(s).,22,https://www.fcc.gov/ecfs/document/5515183286/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/24/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183774,Comcast Corporation,Refer to Attachment(s).,18,https://www.fcc.gov/ecfs/document/5515183774/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183906,Comcast Corporation,Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5515183906/1,,,Comcast,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/24/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514710783,CTIA - The Wireless Association,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5514710783/1,,,CTIA - The Wireless Association,,,,,,,,,,,,,,,,,
Anti,Solo,Written,6/15/2007,NOTICE OF INQUIRY,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514680830,Institute for Policy Innovation,Refer to Attachment(s).,7,https://www.fcc.gov/ecfs/document/5514680830/1,,,Institute for Policy Innovation,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/21/2008,LETTER,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183191,"Laurence Brett Glass, d/b/a LARIAT",Refer to Attachment(s).,3,https://www.fcc.gov/ecfs/document/5515183191/1,,7/21/2008,LARIAT,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/24/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515183613,National Cable & Telecommunications Association,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515183613/1,,,National Cable & Telecommunications Association,,,,,,,,,,,,,,,,,
Anti,Solo,Written,8/10/2007,LETTER,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514762850,Nortel,Refer to Attachment(s).,2,https://www.fcc.gov/ecfs/document/5514762850/1,,8/9/2007,Nortel,,,,,,,,,,,,,,,,,
Anti,Solo,Written,6/8/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514673590,Karen Kerrigan/SBE Council,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5514673590/1,,,Small Business & Entrepreneurship Council,,,,,,,,,,,,,,,,,
Anti,Solo,Written,7/11/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514705567,Verizon,Refer to Attachment(s).,171,https://www.fcc.gov/ecfs/document/5514705567/1,,,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Written,2/25/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514994152,Verizon,Refer to Attachment(s).,10,https://www.fcc.gov/ecfs/document/5514994152/1,,,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Written,3/14/2008,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5515017493,Verizon,Refer to Attachment(s).,6,https://www.fcc.gov/ecfs/document/5515017493/1,,3/14/2008,Verizon,,,,,,,,,,,,,,,,,
Anti,Solo,Written Ex Parte,6/15/2007,COMMENT,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514681105,T-Mobile USA,Refer to Attachment(s).,89,https://www.fcc.gov/ecfs/document/5514681105/2,RM-11361,5/15/2007,T-Mobile,,,,,,,,,,,,,,,,,
Anti,Solo ,In person (NTCA Summer Meeting),6/5/2007,NOTICE OF EXPARTE,STANDARD,07-52,https://www.fcc.gov/ecfs/search/search-filings/filing/5514669657,National Telecommunications Cooperative Association,Refer to Attachment(s).,4,https://www.fcc.gov/ecfs/document/5514669657/1,,6/4/2007,National Telecommunications Cooperative Association,,,,,,,,,,,,,,,,,
